id,stevilo_strani,jezik,izdajatelj,drzava,opis
78159307252,240,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            Back in the day, Guts the Black Swordsman was a top slayer for The Band of the Hawk, an elite mercenary unit led by Griffith, whose calm demeanor and callow beauty belied his fighting prowess and steel will. While in a king's employ, the attraction between the king's daughter and Griffith and the growing favor of the king towards the Hawk leader raises the hackles of the king's jealous son, who plots to have Griffith summarily assassinated. But if the plot fails, the king's son will likely have to deal with Guts and his titanic broadsword, and the results of such confrontations are rarely pretty... or easy to clean up."
78159307328,240,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            Two feudal kingdoms, Midland and Chuder, battle for supremacy in what will become the final clash in a century-long struggle. Spearheading the Midland forces is the Band of the Hawk, a legendary cadre of elite mercenaries led by the charismatic Griffith and with the fearless Guts as its berserker champion. The Hawks' ferocity, courage, and fearsome skills - not to mention Guts' enormous broadsword - are just what Midland needs to turn the bloody tide, but during the fray, Guts and Griffith's most trusted lieutenant, Casca, fall together from a cliff into a raging river. Miraculously, both barely survive, and Guts tends to Casca's wounds as she tells of having her life saved by Griffith, her induction into the Band of the Hawk, and her deep feelings toward Griffith. She even seems to finally be warming up to the grim Guts. But this greeting-card moment won't last long, for Chuder warriors are on the prowl, and the only greetings they carry are on the points of their spears!"
78159307329,240,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            The century-spanning war between Midland and Chuder continues unabated. The two warring kingdoms, vying for supremacy, launch headfirst into what will become the final battle. Leading the Midland forces are the Band of the Hawk, lead by the charismatic Griffith, with the fearless Guts as his trusted champion. But should the Hawks triumph again on the battlefield, the war with Chuder may end, but the secret war within Midland may begin as those who seek to rise within the court see the ambitious Griffith as an obstacle to obtaining power. And nothing is more formidable than an enemy unseen!"
78159307330,240,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            Griffith, charismatic leader of the elite mercenary Band of the Hawk, has seen better days. His fearless champion, Guts, has left the Band, defeating Griffith in personal combat as his ticket out. With his judgment clouded by this unthinkable humiliation, Griffith eases his pain in the arms of the daughter of Midland's king. But the King doesn't take kindly to an employee picking the royal flowers, and the next stop for Griffith is the dungeon and the torture rack! Without Griffith and Guts, the Hawks become easy prey for Midland's army, and the AWOL Guts may be the only answer to the Hawks' -- and Griffith's -- lethal problems."
78159307331,240,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            Warrior supreme Guts has returned, and just in time to save the weakened Band of the Hawk from certain destruction... and to form an intimate bond with the beautiful warrior Casca. But job one is to find a way to free Griffith, the Hawks' leader, from the dank dungeons and round-the-clock tortures of the Hawks' former benefactor, the King of Midland. But while the flayed and starved Griffith may be in isolation, he is not alone. Horrors beyond imagination await Guts and the Hawks in the catacombs, and those who die may just be the lucky ones!"
78159307470,240,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            The Band of the Hawk -- what's left of them -- are on the run, Guts and Casca having rescued the Hawks' leader, Griffith, from the horrors of the King of Midland's dungeons. Starved, tortured mercilessly and imprisoned in an iron mask, Griffith hangs to life and sanity by a thread... and he'll be no help against the King's latest charges sent to bring him back to pay for his dalliance with the King's daughter. Now the depleted Hawks will have to face the Knights of the Black Dog, led by the merciless, bestial Wyald... one bad dog who's even worse when he unleashes the beast within!"
78159307484,232,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            The Band of the Hawks' rescue of their leader, Griffith, has brought them no ease. Broken beyond healing, a frail ghost of his former glory, Griffith is now more an object of pity than a man, and the Hawks, who've grimly hung together under duress and death during his absence, are now on the verge of splintering to the winds. But Griffith's dreams and ambitions, built on the bodies of his troops and the countless enemies they have slain, have not gone unnoticed in the spirit realm, and though Griffith has nowhere to go as a man, he may yet have a future . . . a future borne on jet-black wings in the company of the demon lords of the Godhand!"
78159307500,240,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            The Band of the Hawk may have been the most formidable band of fighters around, but when matched up against an army of abyssal monstrosities, earthly fighting skills don't amount to a hill of beans. The Hawks' tortured and mutilated former leader, Griffith, has used the accursed Crimson Behelit to open the gates to a shadowy realm of unspeakable horrors, the realm of the demon lords of the Godhand, who are willing to transform Griffith into a being of terrible power and majesty as long as Griffith is willing to give up his former command as sacrifices in the Invocation of Doom. But nobody takes down the Hawks without a fight, and their berserker champion, Guts, will take on anything Hell can throw at him in order to save his lover, Casca, from the sordid violations that only Hell can offer."
78159307501,240,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            The once unbeatable Band of the Hawk is smashed, and their former leader, Griffith, has made an unholy pact with the demon lords of the Godhand, sacrificing his former troops to resurrect his crippled body and ascend to stand in power beside these profane gods. The Invocation of Doom has unleashed a plague of unspeakable horrors upon the earth, and the first battle not only shatters the Hawks, but the hand of their champion, Guts, and the mind of their captain and Guts' lover, Casca. And while time may heal some of Guts' wounds, it will not heal his desire for vengeance. And his discovery of a gigantic, dragon-slaying sword might be just the ticket to deal out some king-sized payback! <br />"
78159307577,240,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            From his days as a young mercenary to his time as captain of the Band of the Hawks' Raiders, Guts's life has been defined by his ability to fight and his will to win. Now cursed with the Brand of Sacrifice -- a sigil that will forever mark him as prey for the damned -- and with his companions dead, his lover's mind destroyed and his one-time commander and friend reborn as a malevolent demon lord, it seems that more than ever Guts must rely upon his instinct to survive. But Hell has many faces, and when what appears to be an innocent country village proves to be a den of tragic secrets, the horror of a fairy tale perverted by pain and hate may prove to be more than Guts can handle!"
78159307706,240,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            Warrior supreme Guts has been marked for sacrifice to the armies of the damned, and now he has the blood of a village of possessed children on his hands -- a horde of elf-demons straight out of a fairy-tale fever dream. But now Guts must deal with the Queen of the Elves herself, and though she may be cute as a button, she has hideous power and lethal intent, and in her wake, no one lives happily ever after!"
78159307742,240,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            Warrior supreme Guts, the Black Swordsman, has seen better days -- and more popular -- in the kingdom of Midland, a land he once defended as captain of the Band of the Hawk. But the Hawks were betrayed and slaughtered, and now the hyolier-than-thou Holy Iron Chain Knights have captured Guts and plan to whip some repentance into him -- literally. But Guts isn't so easily held at bay, at when he manages to escape with the Holy Knights' leader, Farnese, as his hostage, the demons that are drawn to Guts' Brand of Sacrifice are all too willing to show her the teeming darkness in her own soul!"
78159307743,240,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            Hell has broken loose in the kingdom of Midland. On the death of Midland's king comes invasion, demonic forces seem to be on the rise, underground pagan cults are running wild, and the church is busily rounding up and teaching heretics the errors of their ways. While, Guts is busy testing out his newly repaired sword on the invaders, his former captain and lover, Casca, her mind wrecked by her unholy tryst with the demon lord, has fallen in with a rough crowd who don't exactly wish her well. But she, like Guts, is marked with the Brand of Sacrifice, and her abusers may soon find themselves face-to-face with the unholy abominations that are inexorably drawn to the Brand!"
78159307744,232,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            The bewildered and near-mad Casca, former captain of the Band of the Hawk -- and former lover of Guts, the Black Swordsman -- has been adopted by Midland's pagan cults as a witch, due to her demonic Mark of Sacrifice. But the Holy Iron Chain Knights campaign to rid the kingdom of heretics by any means necessary puts Casca in mortal danger, and Guts is having none of it, But all parties involved may end up with more than they bargained for as demonic spirits, drawn to Casca's brand, begin to possess the heretics and unleash the forces of hell. But hell hath no fury like the Black Swordsman!"
78159307745,232,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            The Black Swordsman Guts' former captain and lover, Casca, has been taken by the Holy Iron Chain Knights to the Tower of Conviction of the fanatic torturer of the Holy See, Mozgus, who plans to treat the rumored witch to the proper agonies of the damned, but Guts is on his way to rescue Casca and dish out some chastisement of his own on any who get in his way. But forces in the demonic realms are in motion and are being drawn to the torture tower in what may be a prelude to a second Eclipse and an unprecedented release of malign spirits into the world!"
78159307746,240,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            Guts, the feared Black Swordsman, is on the rampage -- and it's personal. Mozgus, the malefic master Inquisitor of the Holy See, in his murderous campaign against heretics, has captured Guts' former lover Casca and has her at the ready to be burned at the stake in the Tower of Conviction, little knowing that Casca's demonic Mark of Sacrifice is drawing hideous dark powers to the Tower. It'll take everything Guts has and more to defeat Mozgus -- who is much, much more than a man -- and even if he can, will he be able to save Casca from the hordes of Hell amidst the inquisitor's disintegrating citadel?"
78159307863,224,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            The world of Guts, the Black Swordsman, is changing in a hurry. Though a demonic maelstrom has leveled the dreaded Tower of Conviction and ended the reign of terror of its grand inquisitor, Mozgus, peace has not returned to Midland. The Tower's fall has heralded the unexpected return of Griffith, Guts former leader, last seen transformed from a shattered husk into one of the demon lords of the Godhand. but Griffith looks like his old self again -- and with his dreams of carving out a kingdom by his own hand still intact. He's raising a new Band of the Hawk, but this time he's recruiting from the dark side to fulfill his deadly destiny!"
78159307864,208,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            Desperate as Guts, the Black Swordsman, has been to reunite with his former captain and lover, the now-mad Casca, he's quickly learning that being together is as dangerous as being apart. What should be a simple journey to the safety of Puck's homeland proves to be a gauntlet of perils, as the Mark of Sacrifice each bears brings the fury of Hell down upon them, and Guts discovers that in his darkest moments he himself is the greatest danger to the woman he loves. <br />"
78159307865,208,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            Desperate to find a sanctuary where his lover, Casca, will be safe from the demons drawn to her Brand of Sacrifice, Guts the Black Swordsman pushes his motley band of followers onward towards fairy Puck's homeland, Elfhelm. With new allies who make their home in a mystically guarded woodland paradise, Guts' goal seems within reach, but danger lurks in the shadows of even the most dazzling utopias, and even fairy witchery may not protect the wondrous kingdom from an army of marauding, murderous trolls! <br />"
78159307921,224,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            Guts the Black Swordsman just can't seem to find a little peace. On his way to the idyllic tranquility of his miniature pal Puck's homeland of Elfhelm, Guts and his companions, at the behest of a local witch, assist a village beset by a plague of hideous and deadly trolls. Assisted by the witch's disciple, Schierke, the warrior band manages to turn the tide against the beasts, but when a monstrous ogre hits town, a tide of another kind is needed, a mystic flood to wash the town clean. But when Casca and Farnese are carried away by the flood, they become prisoners in the troll's den, where a fate far worse than any imaginable death awaits!"
78159307922,224,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            Guts, the Black Swordsman, goes from the frying pan to the fire as he must enter the mating chamber in the horrifying lair of trolls to rescue his love, Casca, and the Lady Farnese from the loathsome attentions of the hideous beasts. But while even an army of trolls cannot stand against Guts's boundless fury, the mightiest of warriors is no match for a demon lord. And so when Slan of the Godhand manifests from the entrails of slain trolls and takes Guts into her deadly embrace, Guts discovers he may not only be fighting for his life, but for his very soul!"
78159307923,224,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            Now equipped with the mystical Berserker Armor, Guts fights on against the dragon-form of Grunbeld and his legion of fanatic apostle soldiers. But the very armor that holds Guts together -- in a nightmarishly literal sense -- might be the last straw that tears his tortured mind apart! While Guts struggles to hold his own against his inner demons, monsters of a very different sort rally in Windham as the Kushan Emperor, Ganishka, and the newly reborn Griffith rally their forces in a head-to-head struggle for control of all of Midland. But when the dust finally settles, there may be little left of the kingdom to claim!"
78159582209,224,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            Guts, the Black Swordsman, and his companions have finally arrived at the sea, where they discover a mysterious child who seems to share a special bond with Guts and his former lover, the now-mad Casca. The troupe's brief respite at the shore offers moments for quiet introspection and deeper bonding, but such peace is always short lived where Guts is involved, and Guts must once again don the demonic Berserker Armor to take on a force of bloodthirsty beasts emerging from the once-peaceful surf, possessed by the accursed sorcery of a powerful Kushan enchanter! And who knows what will happen when internal strife pushes a member of Guts's band unknowingly into the comforting companionship of an enemy!"
78159582210,216,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            Guts, the Black Swordsman, and his companions have finally broken free of the monster-infested wilderness and arrived at the port city of Vritannis. But the band finds out all too quickly that humans can be just as monstrous as the nightmarish creatures and apostles they battled in the forest. As Schierke and Isidro face off against pirate slavers, Farnese's power-hungry family tries to force her once again under the yoke of their political ambitions. The group's only hope is to find a ship out of the city, but even if they manage to secure a vessel, will everyone be free to leave?"
78159582211,208,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            Thanks to Lady Farnese's selfless sacrifice, Guts, the Black Swordsman, and the rest of his companions are free to carry on their journey aboard the ship of Farnese's brother, Magnifico -- that is, if they're willing to leave Farnese behind. But having to choose between their mission and their loyalties might not be a problem for long if the Kushan emperor and his legion of monstrous minions have their way. With a host of Kushan forces descending on Vritannis, there might not be much left of Farnese's family -- or any of the citizenry -- to worry about!"
78159582366,208,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            Escaping the port city of Vritannis is no easy task, for even the finest ship is useless if it can't be reached, and a horde of Kushan monsters stalks the city's docks. Led by a powerful necromancer who has mastered both the elements and the monsters of the deep, this hideous brigade may be too much for Guts the Black Swordsman and his companions to handle, even if Guts and Schierke are able to join forces and control the awful wrath of the Berserker armor. And will it even matter, if the Kushan emperor makes Guts an offer he can't refuse?"
78159582367,232,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            Guts, the Black Swordsman, joins forces with a most unlikely ally, the fiendish Nosferatu Zodd, in a desperate attempt to defeat the Kushan emperor's malevolent astral form. But Griffith, Guts' former commander and friend reborn as a demonic lord of the Godhand, has plans of his own for the emperor, and for Midland itself. Guts and his companions' only hope is to reach the promised safety of the elf Puck's homeland, Elfhelm, but if Griffith and the emperor turn their attention back to this motley band of travelers, there may be nowhere left for Guts and crew to hide!"
78159582372,232,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            Guts the Black Swordsman and his companions brave the open sea, hoping to reach Puck's homeland, Elfhelm, and its powerful elven king, who might be able to restore the sanity of Guts' former lover, Casca. But seeking out a sanctuary for Casca means that Guts must postpone his hunt for his ex-friend and leader, Griffith, who has been reborn as a demon lord hell-bent on conquest. The winds of change blow fast and hard across the war-torn lands of the Holy See, and if Guts waits too long to exact his vengeance, Griffith might attain his murderous goals before Guts can return to Midland to stop him!"
78159582532,240,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            Faced with the Kushan emperor's horrific new form and the bloody swath of destruction and spawning demons he leaves in his wake with every step, the soldiers in Griffith's new Band of the Hawk must assume their true unholy forms to battle the emperor, revealing their true faces to the citizens of Midland. How will these tormented refugees react when they discover that their would-be rescuers are as monstrous as their enemies? And could this titanic confrontation threaten to unleash even greater horrors upon the human world?"
78159582695,224,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            After a hellish battle against ravenous sea monsters, Guts the Black Swordsman and his companions are forced to seek refuge on a small island so that their ship can be repaired. <br />"
78159582748,240,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            For three years, millions of eager fans tuned in to watch new episodes of Nickelodeon's hit animated series Avatar: The Last Airbender. Ever since, fans have been hungry for more--and now their wait is finally over! <br />"
78159582941,80,English,"Dark Horse Comics,U.S.","Milwaukie, United States",                            Avatar: The Last Airbender creators Michael Dante DiMartino and Bryan Konietzko bring The Promise to its explosive conclusion! <br />
78159582942,208,English,"Dark Horse Comics,U.S.","Milwaukie, United States","                            What Guts the Black Swordsman and his companions had seen as an island refuge for monstrous sea creatures and the ghost ship of the demonic Bonebeard is, in fact, the very lair of the malefic sea god that controls them. With no avenue of escape, Guts must once again don the Berserker armor to give his company any chance of survival. But without the protective influence of the sorceress Schierke, Guts risks being forever lost within the cursed armor and becoming an even greater threat to his comrades!"
78160706260,128,English,Image Comics,"Fullerton, United States","                            Tony Chu, the cibopathic federal agent with the ability to get psychic"
78161262000,208,English,"Kodansha America, Inc","New York, United States","                            The magical adventure series that sees girls fighting evil. Usagi Tsukino is a normal girl until she meets up with Luna, a talking cat, who tells her that she is Sailor Moon. As Sailor Moon, Usagi must fight evils and enforce justice, in the name of the Moon Princess. She meets other girls destined to be Sailor Senshi (Sailor Scouts) and together, they fight the forces of evil."
78161262001,176,English,"Kodansha America, Inc","New York, United States","                            The magical adventure series that sees girls fighting evil. Usagi Tsukino is a normal girl until she meets up with Luna, a talking cat, who tells her that she is Sailor Moon. As Sailor Moon, Usagi must fight evils and enforce justice, in the name of the Moon Princess. She meets other girls destined to be Sailor Senshi (Sailor Scouts) and together, they fight the forces of evil."
78161262002,176,English,"Kodansha America, Inc","New York, United States","                            The magical adventure series that sees girls fighting evil. Usagi Tsukino is a normal girl until she meets up with Luna, a talking cat, who tells her that she is Sailor Moon. As Sailor Moon, Usagi must fight evils and enforce justice, in the name of the Moon Princess. She meets other girls destined to be Sailor Senshi (Sailor Scouts) and together, they fight the forces of evil."
78161262003,200,English,"Kodansha America, Inc","New York, United States","                            Usagi Tsukino is a normal girl until she meets up with Luna, a talking cat, who tells her that she is Sailor Moon. As Sailor Moon, Usagi must fight evils and enforce justice, in the name of the Moon and the mysterious Moon Princess. She meets other girls destined to be Sailor Senshi (Sailor Scouts) and together, they fight the forces of evil!"
78161262004,200,English,"Kodansha America, Inc","New York, United States","                            Usagi Tsukino is just another ordinary girl until she meets up with Luna, a talking cat, who tells her that she has a greater purpose as Sailor Moon. As Sailor Moon, Usagi must fight evils and enforce justice, all in the name of the Moon and the mysterious Moon Princess. Along the way she meets up with other girls destined to be Sailor Senshi (Sailor Scouts) and together, they fight the forces of evil!"
78161262005,200,English,"Kodansha America, Inc","New York, United States","                            Usagi Tsukino is just another ordinary girl until she meets up with Luna, a talking cat, who tells her that she has a greater purpose as Sailor Moon. As Sailor Moon, Usagi must fight evils and enforce justice, all in the name of the Moon and the mysterious Moon Princess. Along the way she meets up with other girls destined to be Sailor Senshi (Sailor Scouts) and together, they fight the forces of evil!"
78161262006,200,English,"Kodansha America, Inc","New York, United States","                            Usagi Tsukino is just another ordinary girl until she meets up with Luna, a talking cat, who tells her that she has a greater purpose as Sailor Moon. As Sailor Moon, Usagi must fight evils and enforce justice, all in the name of the Moon and the mysterious Moon Princess. Along the way she meets up with other girls destined to be Sailor Senshi (Sailor Scouts) and together, they fight the forces of evil!"
78161262007,200,English,"Kodansha America, Inc","New York, United States","                            Usagi Tsukino is just another ordinary girl until she meets up with Luna, a talking cat, who tells her that she has a greater purpose as Sailor Moon. As Sailor Moon, Usagi must fight evils and enforce justice, all in the name of the Moon and the mysterious Moon Princess. Along the way she meets up with other girls destined to be Sailor Senshi (Sailor Scouts) and together, they fight the forces of evil!"
78161262008,200,English,"Kodansha America, Inc","New York, United States","                            Usagi Tsukino is a normal girl until she meets up with Luna, a talking cat, who tells her that she is Sailor Moon. As Sailor Moon, Usagi must fight evils and enforce justice, in the name of the Moon and the mysterious Moon Princess. She meets other girls destined to be Sailor Senshi (Sailor Scouts) and together, they fight the forces of evil!"
78161262024,200,English,"Kodansha America, Inc","New York, United States","                            Several hundred years ago, humans were nearly exterminated by giants. Giants are typically several stories tall, seem to have no intelligence and who devour human beings. A small percentage of humanity survied barricading themselves in a city protected by walls even taller than the biggest of giants. Flash forward to the present and the city has not seen a giant in over 100 years - before teenager Elen and his foster sister Mikasa witness something horrific as the city walls are destroyed by a super-giant that appears from nowhere."
78161262025,200,English,"Kodansha America, Inc","New York, United States","                            For one hundred years, what's left of mankind has lived in the city on earth, protected by walls that tower over ravenous giants known as the Titans. Untouched by the Titans for a century, humanity has become complacent. But Eren Jaeger has had had enough. While his fellow citizens are content to hide, Jaeger has the passion to take action to not only protect the city, but to learn what the Titans actually are. But on his first mission he comes face to face with horrors beyond his imagination and secrets from his own past that could shift the tides of war."
78161262026,200,English,"Kodansha America, Inc","New York, United States","                            In this post-apocalyptic sci-fi story, humanity has been devastated by the bizarre, giant humanoids known as the Titans. Little is known about where they came from or why they are bent on consuming mankind. Seemingly unintelligent, they have roamed the world for years, killing everyone they see. For the past century, what's left of man has hidden in a giant, three-walled city. People believe their 100-metre-high walls will protect them from the Titans, but the sudden appearance of an immense Titan is about to change everything."
78161262073,282,English,"Kodansha America, Inc","New York, United States","                            An ordinary teenage boy named Shinichi Izumilives with his parents in a quiet neighborhood until alien parasites invade. They are worm-like creatures that enter human 'hosts' through their ears or noses, and take over their brains. A Parasite attempts to crawl into Shinichi's ear and take over his brain while he sleeps, but is stopped by his headphones and accidentally burrows into one of his hands instead. With separate intellects, he and his parasite, Migi, fight the invasion of the town."
78161262074,282,English,"Kodansha America, Inc","New York, United States","                            An ordinary teenage boy named Shinichi Izumilives with his parents in a quiet neighborhood until alien parasites invade. They are worm-like creatures that enter human 'hosts' through their ears or noses, and take over their brains. A Parasite attempts to crawl into Shinichi's ear and take over his brain while he sleeps, but is stopped by his headphones and accidentally burrows into one of his hands instead. With separate intellects, he and his parasite, Migi, fight the invasion of the town."
78161262075,277,English,"Kodansha America, Inc","New York, United States","                            An ordinary teenage boy named Shinichi Izumilives with his parents in a quiet neighborhood until alien parasites invade. They are worm-like creatures that enter human 'hosts' through their ears or noses, and take over their brains. A Parasite attempts to crawl into Shinichi's ear and take over his brain while he sleeps, but is stopped by his headphones and accidentally burrows into one of his hands instead. With separate intellects, he and his parasite, Migi, fight the invasion of the town."
78161262076,277,English,"Kodansha America, Inc","New York, United States","                            An ordinary teenage boy named Shinichi Izumilives with his parents in a quiet neighborhood until alien parasites invade. They are worm-like creatures that enter human 'hosts' through their ears or noses, and take over their brains. A Parasite attempts to crawl into Shinichi's ear and take over his brain while he sleeps, but is stopped by his headphones and accidentally burrows into one of his hands instead. With separate intellects, he and his parasite, Migi, fight the invasion of the town."
78161262098,208,English,"Kodansha America, Inc","New York, United States","                            Gray's old training companion Reitei Lyon is trying to revive a calamity demon, but doing so will make their former master's sacrifice meaningless. What's the secret of Gray's past, and why does he keep taking off his clothing? Gray is revealed (metaphorically speaking) in this pivotal volume."
78161262099,208,English,"Kodansha America, Inc","New York, United States","                            Hotshot Natsu and his cool rival Gray are fighting to stop a calamity demon from being revived by Gray's fellow disciple Lyon and Zalty, a master of Lost Magic. But while they try to defeat the bad guys, the magical ice binding the demon keeps melting. Then a grudge between Fairy Tail and a rival guild turns to all-out war!"
78161262253,200,English,"Kodansha America, Inc","New York, United States","                            In this post-apocalyptic sci-fi story, humanity has been devastated by the bizarre, giant humanoids known as the Titans. Little is known about where they came from or why they are bent on consuming mankind. Seemingly unintelligent, they have roamed the world for years, killing everyone they see. For the past century, what's left of man has hidden in a giant, three-walled city. People believe their 100-metre-high walls will protect them from the Titans, but the sudden appearance of an immense Titan is about to change everything."
78161262254,200,English,"Kodansha America, Inc","New York, United States","                            In this post-apocalyptic sci-fi story, humanity has been devastated by the bizarre, giant humanoids known as the Titans. Little is known about where they came from or why they are bent on consuming mankind. Seemingly unintelligent, they have roamed the world for years, killing everyone they see. For the past century, what's left of man has hidden in a giant, three-walled city. People believe their 100-metre-high walls will protect them from the Titans, but the sudden appearance of an immense Titan is about to change everything."
78161262255,208,English,"Kodansha America, Inc","New York, United States","                            In this post-apocalyptic sci-fi story, humanity has been devastated by the bizarre, giant humanoids known as the Titans. Little is known about where they came from or why they are bent on consuming mankind. Seemingly unintelligent, they have roamed the world for years, killing everyone they see. For the past century, what's left of man has hidden in a giant, three-walled city. People believe their 100-metre-high walls will protect them from the Titans, but the sudden appearance of an immense Titan is about to change everything."
78161262256,208,English,"Kodansha America, Inc","New York, United States",                            TURNING ON THEIR OWN 
78161262276,208,English,"Kodansha America, Inc","New York, United States","                            17-year-old Lucy is an attractive mage-in-training who wants to join a magician's guild so that she can become a full-fledged magician. The guild she dreams about joining is the most famous in the world and it is known as the Fairy Tail. One day she meets Natsu, a boy raised by a Dragon who mysteriously left him when he was young. Natsu has devoted his life to finding his Dragon father. When Natsu helps Lucy out of a tricky situation, she discovers that he is a member of the Fairy Tail magician's guild and our heroes' adventure together begins."
78161262277,208,English,"Kodansha America, Inc","New York, United States","                            17-year-old Lucy is an attractive mage-in-training who wants to join a magician's guild so that she can become a full-fledged magician. The guild she dreams about joining is the most famous in the world and it is known as the Fairy Tail. One day she meets Natsu, a boy raised by a Dragon who mysteriously left him when he was young. Natsu has devoted his life to finding his Dragon father. When Natsu helps Lucy out of a tricky situation, she discovers that he is a member of the Fairy Tail magician's guild and our heroes' adventure together begins."
78161262278,208,English,"Kodansha America, Inc","New York, United States","                            17-year-old Lucy is an attractive mage-in-training who wants to join a magician's guild so that she can become a full-fledged magician. The guild she dreams about joining is the most famous in the world and it is known as the Fairy Tail. One day she meets Natsu, a boy raised by a Dragon who mysteriously left him when he was young. Natsu has devoted his life to finding his Dragon father. When Natsu helps Lucy out of a tricky situation, she discovers that he is a member of the Fairy Tail magician's guild and our heroes' adventure together begins."
78161262279,208,English,"Kodansha America, Inc","New York, United States","                            17-year-old Lucy is an attractive mage-in-training who wants to join a magician's guild so that she can become a full-fledged magician. The guild she dreams about joining is the most famous in the world and it is known as the Fairy Tail. One day she meets Natsu, a boy raised by a Dragon who mysteriously left him when he was young. Natsu has devoted his life to finding his Dragon father. When Natsu helps Lucy out of a tricky situation, she discovers that he is a member of the Fairy Tail magician's guild and our heroes' adventure together begins."
78161262310,298,English,"Kodansha America, Inc","New York, United States","                            An ordinary teenage boy named Shinichi Izumilives with his parents in a quiet neighborhood until alien parasites invade. They are worm-like creatures that enter human 'hosts' through their ears or noses, and take over their brains. A Parasite attempts to crawl into Shinichi's ear and take over his brain while he sleeps, but is stopped by his headphones and accidentally burrows into one of his hands instead. With separate intellects, he and his parasite, Migi, fight the invasion of the town."
78161262355,200,English,"Kodansha America, Inc","New York, United States","                            For Shion, an elite student in technologically sophisticated city No. 6, life is carefully choreographed. School, study and occasional visits with his friend and classmate Safu are the order of the day. One fateful day, however, he takes a misstep, sheltering an injured boy from a typhoon. Known only as Rat, this boy is a VC - a fugitive living outside the computerised tapestry of city control - and helping him will throw Shion's life into chaos and start him down a path to discovering the appalling secrets behind the superficial perfection of No. 6."
78161262420,472,English,"Kodansha America, Inc","New York, United States","                            At the turn of the 11th century, the North Sea is in the grip of the Viking terror. The clever Askeladd leads his small band of mercenaries into London, with the aid of the ruthless young Thorfinn, son of a warrior in the dreaded Jomsvikings. But this is an alliance of convenience: Thorfinn has sworn to kill Askeladd one day to avenge his father's death. When a race begins to capture the prince and secure the rights to the throne, personal grudges will clash with the fate of a kingdom, and blood will be spilled!"
78161262421,442,English,"Kodansha America, Inc","New York, United States","                            At the turn of the 11th century, the North Sea is in the grip of the Viking terror. The clever Askeladd leads his small band of mercenaries into London, with the aid of the ruthless young Thorfinn, son of a warrior in the dreaded Jomsvikings. But this is an alliance of convenience: Thorfinn has sworn to kill Askeladd one day to avenge his father's death. When a race begins to capture the prince and secure the rights to the throne, personal grudges will clash with the fate of a kingdom, and blood will be spilled!"
78161262423,438,English,"Kodansha America, Inc","New York, United States","                            At the turn of the 11th century, the North Sea is in the grip of the Viking terror. The clever Askeladd leads his small band of mercenaries into London, with the aid of the ruthless young Thorfinn, son of a warrior in the dreaded Jomsvikings. But this is an alliance of convenience: Thorfinn has sworn to kill Askeladd one day to avenge his father's death. When a race begins to capture the prince and secure the rights to the throne, personal grudges will clash with the fate of a kingdom, and blood will be spilled!"
78161262424,452,English,"Kodansha America, Inc","New York, United States","                            At the turn of the 11th century, the North Sea is in the grip of the Viking terror. The clever Askeladd leads his small band of mercenaries into London, with the aid of the ruthless young Thorfinn, son of a warrior in the dreaded Jomsvikings. But this is an alliance of convenience: Thorfinn has sworn to kill Askeladd one day to avenge his father's death. When a race begins to capture the prince and secure the rights to the throne, personal grudges will clash with the fate of a kingdom, and blood will be spilled!"
